age,job,marital,education,balance,housing,loan,duration,pdays,previous,poutcome,deposit
27,technician,married,secondary,876,yes,no,268,355,1,failure,no
59,retired,married,secondary,1887,no,no,88,-1,0,unknown,no
39,blue_collar,married,primary,2715,yes,no,201,-1,0,unknown,no
43,services,married,secondary,774,no,no,101,421,1,success,yes
33,management,married,tertiary,5,yes,no,12,-1,0,unknown,no
51,admin,married,secondary,176,no,no,214,183,2,failure,no
51,management,divorced,tertiary,119,no,no,112,-1,0,unknown,no
48,management,married,tertiary,7867,yes,yes,306,-1,0,unknown,no
31,entrepreneur,single,secondary,159,yes,no,66,182,1,failure,no
51,technician,married,secondary,371,yes,yes,287,-1,0,unknown,yes
73,retired,married,tertiary,448,no,no,136,-1,0,unknown,yes
35,blue_collar,single,secondary,487,yes,no,117,-1,0,unknown,no
51,blue_collar,married,primary,1869,no,no,30,-1,0,unknown,no
51,self_employed,married,secondary,95,yes,no,1309,-1,0,unknown,yes
41,admin,married,secondary,120,no,yes,489,-1,0,unknown,no
43,technician,married,secondary,-1701,yes,no,285,-1,0,unknown,no
44,admin,married,unknown,40,no,yes,160,-1,0,unknown,no
59,retired,married,unknown,178,yes,no,330,-1,0,unknown,no
40,technician,married,secondary,372,yes,no,365,100,2,failure,no
33,blue_collar,single,primary,611,no,no,390,-1,0,unknown,yes
50,technician,married,secondary,3654,no,no,215,78,2,other,yes
34,housemaid,married,secondary,390,yes,no,659,-1,0,unknown,no
54,management,married,tertiary,0,yes,no,140,-1,0,unknown,no
38,technician,married,secondary,205,no,no,332,-1,0,unknown,yes
30,technician,married,secondary,455,yes,no,758,-1,0,unknown,yes
34,admin,married,primary,0,yes,yes,1020,-1,0,unknown,yes
52,technician,married,secondary,0,yes,no,211,294,1,failure,yes
36,technician,married,secondary,2473,no,no,965,-1,0,unknown,yes
31,management,single,secondary,1088,yes,no,575,-1,0,unknown,yes
42,management,married,tertiary,559,no,no,88,-1,0,unknown,no
27,technician,single,secondary,2,yes,yes,554,356,1,failure,yes
33,technician,divorced,secondary,2,yes,no,600,330,17,failure,no
49,blue_collar,married,primary,-98,yes,no,182,-1,0,unknown,no
28,management,single,unknown,101,yes,no,224,-1,0,unknown,no
48,unknown,single,unknown,1819,no,no,1440,458,1,failure,yes
53,technician,married,secondary,10185,no,no,115,-1,0,unknown,yes
33,blue_collar,single,secondary,45,no,no,13,-1,0,unknown,no
38,management,single,tertiary,633,no,no,171,-1,0,unknown,no
35,admin,single,secondary,303,no,no,173,190,10,other,yes
36,entrepreneur,divorced,tertiary,3407,no,no,993,85,4,success,yes
41,technician,married,secondary,335,no,no,169,-1,0,unknown,no
47,management,married,tertiary,1057,no,no,488,-1,0,unknown,no
34,management,married,tertiary,577,yes,no,243,153,1,failure,no
35,services,married,secondary,819,yes,no,102,-1,0,unknown,no
35,management,married,tertiary,16,no,no,185,-1,0,unknown,no
52,technician,married,secondary,475,yes,no,121,-1,0,unknown,no
42,management,single,tertiary,1146,yes,no,98,-1,0,unknown,no
56,retired,married,secondary,1894,yes,no,189,-1,0,unknown,no
80,retired,married,primary,997,no,no,151,91,3,success,yes
27,blue_collar,single,secondary,-27,no,no,498,-1,0,unknown,yes
60,technician,divorced,tertiary,1900,yes,no,77,-1,0,unknown,no
38,self_employed,married,secondary,290,yes,no,369,-1,0,unknown,no
30,blue_collar,single,secondary,5909,yes,no,420,-1,0,unknown,yes
52,management,married,tertiary,576,no,no,762,-1,0,unknown,yes
28,management,single,tertiary,9314,no,no,276,-1,0,unknown,yes
33,admin,married,secondary,1737,no,no,524,-1,0,unknown,no
30,technician,single,secondary,86,no,no,45,-1,0,unknown,no
43,unemployed,single,tertiary,983,yes,no,97,-1,0,unknown,yes
60,retired,married,tertiary,108,no,no,624,-1,0,unknown,yes
27,services,single,secondary,339,no,no,182,-1,0,unknown,yes
32,admin,married,secondary,684,yes,no,607,-1,0,unknown,yes
58,retired,married,secondary,2714,no,no,165,287,2,failure,yes
82,retired,married,primary,8603,no,no,429,-1,0,unknown,yes
38,technician,married,secondary,1478,no,no,926,-1,0,unknown,yes
32,blue_collar,married,secondary,333,yes,no,501,-1,0,unknown,yes
39,management,married,tertiary,1738,yes,no,633,358,1,other,yes
31,entrepreneur,single,secondary,0,no,no,160,-1,0,unknown,yes
40,blue_collar,married,primary,1206,no,yes,201,-1,0,unknown,no
33,services,divorced,secondary,1117,no,no,417,-1,0,unknown,yes
45,technician,married,tertiary,5110,no,no,341,-1,0,unknown,yes
43,blue_collar,married,primary,0,yes,no,3,-1,0,unknown,no
32,management,married,tertiary,794,yes,yes,1014,-1,0,unknown,yes
34,technician,married,tertiary,7050,no,no,130,-1,0,unknown,yes
36,blue_collar,divorced,primary,-308,yes,no,725,-1,0,unknown,yes
42,services,married,primary,2567,yes,no,401,-1,0,unknown,no
43,services,married,secondary,2478,yes,no,347,230,1,failure,no
29,blue_collar,single,tertiary,455,no,no,214,36,1,success,yes
24,management,single,tertiary,1030,no,no,396,-1,0,unknown,yes
35,technician,single,tertiary,122,no,no,49,328,5,failure,no
32,admin,single,secondary,4344,yes,no,79,118,3,failure,no
46,admin,married,secondary,186,yes,no,643,-1,0,unknown,no
24,blue_collar,single,secondary,-10,yes,no,106,-1,0,unknown,no
33,management,single,tertiary,4128,yes,no,456,-1,0,unknown,no
31,admin,married,secondary,298,yes,yes,518,-1,0,unknown,no
29,management,single,tertiary,1445,no,no,271,-1,0,unknown,yes
45,technician,married,tertiary,-525,no,yes,980,-1,0,unknown,yes
59,management,married,tertiary,287,yes,no,818,242,8,failure,no
29,technician,divorced,secondary,477,yes,yes,58,305,1,failure,no
33,technician,married,secondary,1234,no,no,61,-1,0,unknown,no
57,retired,divorced,primary,720,no,no,202,-1,0,unknown,yes
28,services,single,secondary,217,yes,no,379,-1,0,unknown,no
50,technician,married,tertiary,3117,no,no,44,164,1,failure,no
29,management,single,tertiary,637,yes,no,340,119,1,failure,yes
55,retired,married,secondary,102,yes,no,74,-1,0,unknown,no
41,management,married,tertiary,298,no,no,63,272,1,other,no
48,unemployed,married,secondary,926,no,no,382,185,6,success,yes
31,entrepreneur,married,secondary,15,no,yes,190,-1,0,unknown,no
29,services,single,secondary,9,no,yes,202,-1,0,unknown,no
38,management,divorced,tertiary,441,yes,no,67,-1,0,unknown,no
34,management,single,tertiary,76,yes,no,747,371,3,failure,yes
38,management,married,tertiary,76,yes,no,167,287,3,failure,no
25,services,single,secondary,1119,yes,no,1063,-1,0,unknown,yes
56,technician,divorced,secondary,179,no,no,536,-1,0,unknown,yes
38,management,married,tertiary,676,no,no,59,-1,0,unknown,no
39,technician,single,unknown,75,no,no,26,-1,0,unknown,no
33,technician,married,secondary,8,no,no,462,-1,0,unknown,no
80,retired,married,primary,2994,no,no,320,-1,0,unknown,no
53,management,married,secondary,2693,no,no,140,-1,0,unknown,no
43,housemaid,single,primary,24,no,no,35,-1,0,unknown,no
43,unemployed,married,secondary,553,no,no,125,-1,0,unknown,no
29,management,single,tertiary,2955,no,no,226,-1,0,unknown,yes
36,admin,married,secondary,1207,yes,no,1792,-1,0,unknown,yes
54,retired,divorced,primary,52,no,no,184,-1,0,unknown,no
33,technician,married,secondary,5083,no,no,161,96,2,other,no
47,services,divorced,unknown,973,no,no,489,479,1,failure,yes
37,admin,divorced,secondary,1533,yes,no,555,-1,0,unknown,yes
51,management,married,tertiary,2635,no,no,181,98,2,failure,yes
31,management,married,tertiary,1331,no,no,297,86,3,success,yes
47,management,married,primary,4151,yes,no,114,-1,0,unknown,no
29,technician,single,secondary,307,yes,no,216,-1,0,unknown,no
31,management,married,tertiary,596,no,no,192,-1,0,unknown,no
75,retired,married,tertiary,6027,no,no,1248,94,2,failure,yes
45,admin,married,secondary,476,no,no,356,364,1,other,yes
41,management,single,tertiary,1253,no,no,1134,-1,0,unknown,yes
73,retired,married,primary,796,no,no,427,182,2,failure,yes
59,management,married,unknown,3428,yes,yes,103,-1,0,unknown,no
33,management,single,tertiary,1781,no,no,611,183,1,success,yes
30,management,single,tertiary,3773,yes,no,99,-1,0,unknown,no
45,blue_collar,divorced,primary,-311,yes,no,1030,-1,0,unknown,yes
55,admin,married,secondary,512,no,no,115,-1,0,unknown,no
43,unemployed,married,tertiary,0,no,no,745,281,1,failure,yes
58,management,divorced,tertiary,5037,yes,no,1437,-1,0,unknown,yes
49,retired,married,unknown,247,no,no,213,-1,0,unknown,no
33,entrepreneur,married,secondary,3140,yes,yes,7,-1,0,unknown,no
33,technician,married,secondary,3572,yes,no,85,-1,0,unknown,no
39,management,married,tertiary,1654,no,yes,151,-1,0,unknown,no
29,self_employed,single,tertiary,1579,no,no,190,92,5,success,yes
49,management,single,tertiary,5689,no,no,470,97,3,failure,yes
36,management,married,tertiary,2547,no,no,292,-1,0,unknown,no
72,retired,married,primary,2600,no,no,443,82,3,success,yes
35,self_employed,single,tertiary,5462,no,no,188,186,1,success,yes
45,blue_collar,married,secondary,61,yes,yes,208,-1,0,unknown,no
42,housemaid,single,primary,5774,yes,no,54,-1,0,unknown,no
55,management,single,tertiary,797,no,no,24,-1,0,unknown,no
46,admin,divorced,primary,429,yes,no,465,369,2,success,yes
52,management,married,unknown,1708,no,no,310,75,4,failure,yes
39,admin,single,secondary,6512,no,no,16,-1,0,unknown,no
65,housemaid,married,primary,715,no,no,323,-1,0,unknown,yes
40,services,single,secondary,19343,yes,no,13,179,4,failure,no
42,technician,single,tertiary,-411,yes,no,212,-1,0,unknown,no
30,management,single,tertiary,565,yes,no,104,-1,0,unknown,no
26,admin,married,secondary,1417,yes,no,60,-1,0,unknown,no
28,blue_collar,single,secondary,-284,yes,no,162,-1,0,unknown,no
32,housemaid,married,primary,51,yes,no,324,-1,0,unknown,no
42,services,married,tertiary,4216,no,no,186,-1,0,unknown,yes
26,blue_collar,married,secondary,245,yes,no,146,-1,0,unknown,no
56,management,married,tertiary,505,yes,yes,221,169,3,failure,no
62,housemaid,married,secondary,2,no,no,322,-1,0,unknown,yes
26,student,single,secondary,0,yes,no,610,-1,0,unknown,no
48,services,married,secondary,1355,no,no,409,-1,0,unknown,no
28,technician,single,secondary,-1042,yes,no,712,-1,0,unknown,yes
57,technician,married,secondary,1753,yes,no,539,-1,0,unknown,no
35,admin,single,tertiary,994,no,no,400,87,2,failure,yes
36,technician,married,tertiary,1354,no,no,281,97,2,success,yes
31,services,single,secondary,1629,yes,no,344,-1,0,unknown,no
33,blue_collar,married,secondary,395,yes,no,122,-1,0,unknown,no
52,technician,married,tertiary,2557,no,no,340,156,1,other,yes
28,technician,single,secondary,593,yes,no,202,-1,0,unknown,no
35,technician,single,tertiary,470,yes,no,743,-1,0,unknown,yes
28,student,single,tertiary,3054,no,no,384,80,6,other,yes
42,management,divorced,tertiary,742,yes,no,58,-1,0,unknown,no
30,management,single,tertiary,720,no,no,1265,210,4,other,yes
30,management,single,tertiary,102,yes,no,364,-1,0,unknown,yes
34,technician,single,tertiary,2658,yes,no,265,230,2,failure,no
29,unemployed,single,tertiary,70,no,no,393,-1,0,unknown,yes
49,management,married,tertiary,1093,yes,yes,316,246,4,success,yes
30,technician,married,secondary,207,yes,no,72,-1,0,unknown,no
39,technician,married,secondary,211,no,no,53,-1,0,unknown,no
36,blue_collar,single,secondary,-175,yes,no,180,-1,0,unknown,no
45,technician,married,secondary,1998,no,no,237,-1,0,unknown,yes
37,blue_collar,married,primary,3154,yes,no,404,305,3,failure,yes
28,technician,single,tertiary,1628,yes,no,1422,-1,0,unknown,yes
32,admin,married,secondary,35,no,no,324,126,3,success,yes
29,blue_collar,married,primary,258,yes,no,130,-1,0,unknown,no
81,retired,married,primary,243,no,no,340,92,1,success,yes
29,blue_collar,single,secondary,202,no,no,128,-1,0,unknown,no
33,management,single,tertiary,1909,no,no,191,-1,0,unknown,no
32,blue_collar,married,primary,1644,no,no,492,102,5,other,yes
28,technician,married,secondary,742,no,no,236,-1,0,unknown,yes
28,services,single,secondary,1636,yes,no,97,355,2,failure,no
35,blue_collar,married,unknown,520,yes,no,476,-1,0,unknown,yes
56,management,married,tertiary,-6,no,no,29,-1,0,unknown,no
45,unknown,married,tertiary,406,no,no,314,-1,0,unknown,yes
50,admin,single,secondary,133,no,no,890,-1,0,unknown,yes
34,blue_collar,single,primary,79,no,no,336,-1,0,unknown,yes
33,technician,married,tertiary,1699,no,no,202,83,3,success,yes
57,unemployed,married,primary,0,yes,no,231,-1,0,unknown,no
27,management,single,secondary,843,no,no,123,185,1,success,no
50,management,single,secondary,4527,yes,no,140,-1,0,unknown,no
51,management,married,tertiary,4,yes,no,58,-1,0,unknown,no
52,technician,married,secondary,117,no,no,959,186,6,success,yes
38,blue_collar,married,primary,5839,yes,no,984,-1,0,unknown,yes
30,blue_collar,single,secondary,971,yes,no,283,317,2,other,no
33,entrepreneur,married,secondary,137,yes,no,136,-1,0,unknown,no
34,services,single,tertiary,371,no,no,77,-1,0,unknown,no
61,retired,married,unknown,-492,no,yes,333,-1,0,unknown,no
28,self_employed,single,tertiary,159,no,no,246,420,2,other,yes
25,management,single,tertiary,490,no,no,394,-1,0,unknown,no
33,student,single,unknown,1170,no,no,352,-1,0,unknown,yes
24,student,single,secondary,23878,no,no,133,97,1,success,yes
36,technician,single,secondary,27,yes,no,631,260,2,success,yes
57,housemaid,divorced,primary,8278,no,no,408,-1,0,unknown,no
55,services,divorced,secondary,0,no,no,262,193,4,success,yes
49,management,divorced,tertiary,300,no,no,316,-1,0,unknown,yes
53,management,married,tertiary,3634,no,no,211,88,8,success,yes
34,technician,single,secondary,18777,yes,no,535,-1,0,unknown,no
50,technician,married,secondary,1838,yes,yes,221,-1,0,unknown,no
31,blue_collar,single,secondary,726,no,no,719,-1,0,unknown,yes
29,management,single,tertiary,697,no,no,365,85,1,success,yes
57,management,married,tertiary,350,no,no,87,-1,0,unknown,no
41,entrepreneur,divorced,tertiary,-413,yes,no,170,-1,0,unknown,no
19,student,single,primary,134,no,no,271,-1,0,unknown,yes
35,admin,married,secondary,-244,yes,yes,118,-1,0,unknown,no
32,management,single,tertiary,2915,no,no,519,131,2,failure,yes
52,management,married,tertiary,2428,yes,no,294,116,3,failure,no
34,blue_collar,single,secondary,4536,yes,no,963,-1,0,unknown,yes
28,student,single,tertiary,0,no,no,294,105,7,other,yes
40,management,married,secondary,754,no,yes,635,-1,0,unknown,yes
49,blue_collar,married,secondary,2039,yes,no,451,169,2,failure,yes
37,technician,single,secondary,4,no,no,933,-1,0,unknown,yes
39,blue_collar,single,tertiary,48,no,no,539,-1,0,unknown,yes
45,blue_collar,married,secondary,28,no,yes,215,222,1,other,no
44,technician,single,secondary,365,yes,no,169,-1,0,unknown,no
34,management,single,tertiary,9,no,no,439,-1,0,unknown,no
35,admin,married,secondary,1345,yes,no,135,-1,0,unknown,no
52,admin,divorced,unknown,0,no,no,168,-1,0,unknown,no
39,admin,married,secondary,-367,yes,no,667,-1,0,unknown,no
44,self_employed,single,tertiary,18558,yes,no,51,190,4,other,no
31,management,single,tertiary,153,no,no,65,-1,0,unknown,no
40,services,married,primary,1082,yes,no,854,-1,0,unknown,yes
47,technician,divorced,secondary,5735,no,no,282,-1,0,unknown,no
60,management,single,tertiary,560,no,no,730,-1,0,unknown,yes
31,management,single,tertiary,2,no,no,848,-1,0,unknown,yes
54,admin,married,secondary,0,no,no,565,-1,0,unknown,yes
30,technician,single,secondary,930,no,no,396,-1,0,unknown,yes
39,management,single,tertiary,1234,no,no,64,-1,0,unknown,no
28,technician,single,tertiary,4513,yes,no,167,-1,0,unknown,no
40,blue_collar,married,primary,-35,yes,no,194,-1,0,unknown,no
43,admin,single,tertiary,664,yes,no,119,-1,0,unknown,no
26,student,single,tertiary,1134,no,no,464,-1,0,unknown,yes
40,management,married,secondary,99,no,no,15,-1,0,unknown,no
29,management,married,tertiary,53,yes,no,27,-1,0,unknown,no
52,housemaid,divorced,secondary,131,yes,yes,87,-1,0,unknown,no
33,blue_collar,single,primary,447,yes,no,180,-1,0,unknown,no
34,services,married,secondary,-315,yes,no,56,-1,0,unknown,no
34,admin,married,secondary,36,no,no,192,-1,0,unknown,no
44,services,married,secondary,522,no,yes,911,-1,0,unknown,yes
32,technician,single,tertiary,1246,yes,no,509,85,2,success,yes
30,technician,divorced,secondary,3100,yes,no,125,183,4,failure,no
35,blue_collar,married,primary,4366,yes,no,173,-1,0,unknown,no
25,student,single,unknown,480,no,no,140,-1,0,unknown,yes
35,blue_collar,married,secondary,503,yes,yes,57,-1,0,unknown,no
23,services,single,secondary,488,no,no,205,91,3,success,yes
33,management,single,tertiary,312,no,no,271,369,3,failure,no
46,admin,married,secondary,974,no,no,174,80,1,success,yes
37,technician,married,tertiary,127,yes,no,192,193,1,success,yes
36,admin,single,tertiary,994,no,no,195,176,5,failure,yes
38,blue_collar,married,primary,714,yes,no,225,-1,0,unknown,no
49,self_employed,married,tertiary,503,yes,no,310,200,1,failure,no
40,management,married,tertiary,66,no,no,737,-1,0,unknown,yes
33,services,married,secondary,114,no,yes,676,-1,0,unknown,yes
42,admin,single,secondary,684,no,no,207,-1,0,unknown,yes
39,technician,married,tertiary,11766,yes,no,313,102,5,failure,no
55,admin,married,secondary,183,yes,no,150,-1,0,unknown,no
48,services,married,primary,483,no,no,119,-1,0,unknown,no
39,blue_collar,married,secondary,94,yes,yes,181,-1,0,unknown,no
45,admin,married,secondary,205,no,no,373,92,1,success,yes
22,student,single,secondary,216,no,no,363,187,1,success,yes
68,retired,married,secondary,445,no,no,475,-1,0,unknown,yes
39,services,married,secondary,2758,no,no,658,-1,0,unknown,yes
35,management,single,tertiary,431,no,no,343,397,1,failure,yes
36,management,single,tertiary,1400,yes,no,608,-1,0,unknown,yes
39,technician,married,tertiary,1293,no,no,140,-1,0,unknown,yes
35,blue_collar,married,secondary,154,yes,no,211,-1,0,unknown,no
49,management,married,secondary,1601,no,no,47,-1,0,unknown,no
38,management,married,tertiary,238,no,no,139,92,3,failure,yes
38,self_employed,married,secondary,138,no,no,182,-1,0,unknown,no
40,technician,single,secondary,153,no,no,125,-1,0,unknown,no
48,technician,single,tertiary,0,no,no,73,-1,0,unknown,no
30,technician,married,secondary,4,yes,no,17,-1,0,unknown,no
47,housemaid,single,tertiary,3727,no,no,993,-1,0,unknown,yes
37,management,divorced,secondary,16,yes,no,638,-1,0,unknown,yes
32,management,single,tertiary,131,yes,no,112,81,1,other,no
36,blue_collar,single,secondary,111,yes,no,174,-1,0,unknown,no
38,services,married,secondary,934,yes,no,715,-1,0,unknown,yes
27,student,single,tertiary,311,no,no,462,148,4,success,yes
45,services,married,primary,7811,no,no,143,-1,0,unknown,no
60,admin,single,secondary,473,no,no,175,8,1,other,no
31,management,married,tertiary,2603,yes,no,280,-1,0,unknown,yes
31,management,single,tertiary,1675,no,no,114,363,1,failure,no
78,retired,divorced,unknown,2628,no,no,129,-1,0,unknown,no
53,technician,married,secondary,1982,yes,yes,160,-1,0,unknown,yes
36,management,divorced,tertiary,563,no,no,10,-1,0,unknown,no
36,management,single,secondary,0,no,no,333,-1,0,unknown,no
31,services,single,secondary,8,no,no,340,-1,0,unknown,no
36,management,single,tertiary,4,yes,no,529,61,3,success,no
31,management,single,tertiary,5691,yes,no,37,123,1,failure,no
28,self_employed,single,secondary,5679,yes,no,701,-1,0,unknown,yes
56,blue_collar,married,primary,0,yes,no,82,-1,0,unknown,no
32,management,married,tertiary,128,yes,no,320,-1,0,unknown,no
30,management,single,tertiary,536,no,no,309,-1,0,unknown,yes
82,housemaid,divorced,primary,1381,no,no,844,181,4,failure,yes
34,management,married,tertiary,3402,no,no,88,-1,0,unknown,no
40,unemployed,married,secondary,1077,yes,yes,148,-1,0,unknown,no
43,unemployed,married,secondary,775,no,no,98,106,1,failure,no
28,unknown,single,unknown,326,no,no,450,231,1,success,yes
36,admin,single,secondary,8785,yes,no,425,-1,0,unknown,no
77,retired,married,secondary,9601,no,no,515,-1,0,unknown,yes
31,student,single,secondary,3511,no,no,311,96,1,success,yes
32,blue_collar,single,primary,611,yes,no,541,-1,0,unknown,yes
49,blue_collar,married,primary,230,no,yes,176,-1,0,unknown,no
72,self_employed,married,tertiary,132,no,no,260,65,1,success,yes
37,services,married,secondary,2678,no,no,156,-1,0,unknown,yes
60,entrepreneur,divorced,secondary,80,yes,no,397,-1,0,unknown,no
37,services,divorced,secondary,319,yes,no,467,-1,0,unknown,yes
39,management,divorced,secondary,4314,yes,no,141,-1,0,unknown,no
55,housemaid,divorced,primary,77,no,no,463,-1,0,unknown,yes
31,management,married,tertiary,4148,yes,no,316,99,9,other,yes
50,entrepreneur,married,tertiary,230,no,no,1089,-1,0,unknown,yes
32,management,single,tertiary,6542,yes,no,1598,175,5,failure,yes
60,unemployed,married,secondary,1047,no,no,173,279,4,success,yes
59,retired,married,secondary,5678,yes,no,238,-1,0,unknown,no
40,blue_collar,married,secondary,1954,no,no,1107,-1,0,unknown,yes
76,retired,married,secondary,820,no,no,263,-1,0,unknown,yes
57,management,married,tertiary,-92,yes,yes,1617,-1,0,unknown,yes
54,management,married,secondary,1134,yes,no,1330,-1,0,unknown,yes
49,management,married,tertiary,-6847,no,yes,206,-1,0,unknown,no
50,services,divorced,secondary,-210,no,yes,153,-1,0,unknown,no
30,technician,married,secondary,418,yes,no,112,-1,0,unknown,no
37,technician,married,secondary,494,yes,no,247,269,3,failure,no
41,blue_collar,married,secondary,0,no,no,85,-1,0,unknown,no
60,retired,married,primary,414,no,no,395,-1,0,unknown,no
28,management,single,secondary,1633,no,no,275,-1,0,unknown,yes
27,blue_collar,married,unknown,409,yes,no,525,-1,0,unknown,yes
45,admin,single,secondary,375,no,yes,10,594,6,failure,no
33,management,married,tertiary,158,no,no,192,-1,0,unknown,yes
56,technician,single,secondary,751,yes,no,43,177,5,failure,no
47,management,married,tertiary,2351,no,no,80,-1,0,unknown,yes
77,retired,divorced,secondary,0,no,no,210,-1,0,unknown,yes
27,admin,married,secondary,1293,yes,no,1665,-1,0,unknown,yes
40,technician,married,tertiary,1063,yes,yes,264,-1,0,unknown,no
55,technician,single,secondary,1199,no,yes,159,-1,0,unknown,no
65,retired,married,primary,3629,no,no,148,-1,0,unknown,yes
27,blue_collar,married,primary,416,yes,no,1193,-1,0,unknown,yes
31,blue_collar,single,secondary,573,yes,no,58,269,2,failure,no
30,technician,married,secondary,-393,yes,yes,435,-1,0,unknown,yes
33,blue_collar,single,primary,910,yes,no,42,-1,0,unknown,no
36,services,married,secondary,1177,yes,yes,50,-1,0,unknown,no
47,technician,married,secondary,0,no,no,591,10,1,failure,yes
56,housemaid,divorced,primary,1238,no,no,1558,-1,0,unknown,yes
71,retired,married,tertiary,653,no,no,471,189,1,success,yes
32,blue_collar,married,secondary,225,yes,no,574,150,1,failure,yes
32,management,divorced,tertiary,883,yes,no,798,185,5,other,yes
32,self_employed,single,tertiary,658,yes,no,283,-1,0,unknown,yes
52,technician,married,tertiary,2557,no,no,134,204,2,success,yes
29,technician,single,secondary,110,yes,no,1036,-1,0,unknown,yes
33,self_employed,married,secondary,215,yes,no,543,-1,0,unknown,no
30,self_employed,single,tertiary,48,no,no,144,187,1,failure,no
34,technician,married,secondary,1254,no,no,77,-1,0,unknown,no
30,technician,single,tertiary,1289,yes,no,1697,-1,0,unknown,yes
36,services,single,unknown,281,yes,no,515,-1,0,unknown,yes
50,unemployed,married,secondary,297,yes,no,29,-1,0,unknown,no
39,blue_collar,married,secondary,142,no,yes,424,-1,0,unknown,no
26,technician,single,secondary,1105,yes,no,415,297,3,other,yes
42,blue_collar,married,primary,250,yes,no,46,-1,0,unknown,no
20,student,single,secondary,153,no,no,100,-1,0,unknown,yes
40,housemaid,divorced,secondary,4328,no,no,133,-1,0,unknown,no
53,services,married,secondary,2925,yes,no,1392,-1,0,unknown,no
32,self_employed,married,tertiary,1423,no,no,1249,-1,0,unknown,yes
24,student,single,secondary,1925,no,no,1363,-1,0,unknown,yes
25,student,single,unknown,2503,no,no,100,-1,0,unknown,no
27,admin,single,secondary,4590,yes,no,131,89,3,failure,yes
31,technician,single,tertiary,882,no,no,293,93,1,success,yes
40,unemployed,single,secondary,334,no,no,219,91,6,other,yes
34,blue_collar,married,primary,3986,yes,no,345,-1,0,unknown,no
76,retired,divorced,primary,802,no,no,475,-1,0,unknown,yes
36,management,single,tertiary,1089,yes,no,126,-1,0,unknown,no
37,blue_collar,single,secondary,197,yes,no,251,-1,0,unknown,no
31,admin,married,secondary,8784,yes,no,63,-1,0,unknown,no
22,blue_collar,single,secondary,682,no,no,126,91,1,success,yes
30,management,single,tertiary,985,yes,no,304,94,2,success,yes
63,blue_collar,married,secondary,180,no,no,390,182,5,success,yes
38,technician,single,tertiary,110,no,no,1051,-1,0,unknown,yes
35,technician,married,secondary,1067,no,yes,179,-1,0,unknown,no
35,housemaid,single,primary,745,no,no,522,-1,0,unknown,yes
69,technician,married,tertiary,482,no,no,478,267,1,failure,yes
37,admin,married,secondary,1049,no,no,126,-1,0,unknown,no
30,management,single,tertiary,136,yes,no,152,-1,0,unknown,no
25,technician,single,tertiary,148,no,no,421,-1,0,unknown,no
55,admin,married,secondary,1633,no,no,210,192,2,success,yes
31,admin,single,tertiary,-218,yes,no,227,-1,0,unknown,no
28,self_employed,single,secondary,123,yes,no,97,-1,0,unknown,no
28,blue_collar,single,secondary,-127,yes,no,1044,-1,0,unknown,yes
29,management,single,tertiary,2753,no,no,645,-1,0,unknown,yes
26,blue_collar,single,secondary,3145,no,no,1141,209,1,other,yes
27,admin,married,tertiary,2855,no,no,240,301,3,failure,yes
31,technician,married,tertiary,15,no,no,389,-1,0,unknown,no
51,management,divorced,tertiary,119,no,no,200,165,2,failure,no
33,management,single,tertiary,6807,no,no,163,-1,0,unknown,yes
48,blue_collar,divorced,primary,0,no,no,248,-1,0,unknown,no
35,technician,married,tertiary,1473,yes,no,84,-1,0,unknown,no
40,admin,single,secondary,50,no,no,837,-1,0,unknown,yes
28,management,single,tertiary,203,no,no,145,-1,0,unknown,no
57,housemaid,married,primary,2234,no,no,201,-1,0,unknown,no
38,technician,single,secondary,0,no,no,305,-1,0,unknown,no
58,retired,married,primary,4158,no,no,455,-1,0,unknown,yes
32,technician,married,secondary,1119,no,no,371,-1,0,unknown,no
35,services,married,tertiary,4564,no,no,45,-1,0,unknown,no
30,management,married,tertiary,882,no,no,102,-1,0,unknown,no
36,blue_collar,married,secondary,561,yes,no,198,-1,0,unknown,no
49,management,married,tertiary,234,no,no,55,-1,0,unknown,no
37,blue_collar,married,secondary,194,yes,no,566,-1,0,unknown,no
55,retired,divorced,tertiary,816,no,no,113,-1,0,unknown,no
32,blue_collar,single,secondary,604,no,no,410,196,2,other,no
39,management,single,tertiary,763,no,no,543,189,1,failure,yes
33,services,married,secondary,1697,no,no,489,182,1,success,yes
54,technician,married,secondary,827,no,yes,294,-1,0,unknown,no
41,blue_collar,married,secondary,-190,no,yes,808,-1,0,unknown,yes
48,entrepreneur,married,secondary,0,no,yes,431,-1,0,unknown,yes
35,technician,married,secondary,545,yes,no,1579,234,4,failure,yes
44,housemaid,married,primary,-972,yes,yes,114,-1,0,unknown,no
32,management,married,tertiary,2213,no,no,125,154,7,failure,no
42,management,married,tertiary,1435,yes,no,1148,-1,0,unknown,yes
31,technician,single,secondary,2916,no,no,174,-1,0,unknown,no
32,admin,single,secondary,620,yes,no,1234,-1,0,unknown,yes
37,admin,single,secondary,-261,no,yes,259,-1,0,unknown,no
32,admin,married,secondary,20011,no,no,234,-1,0,unknown,no
33,admin,single,secondary,607,no,no,110,-1,0,unknown,yes
54,management,divorced,secondary,300,yes,no,562,-1,0,unknown,yes
31,housemaid,married,primary,2603,yes,no,224,-1,0,unknown,no
60,technician,married,secondary,259,no,no,396,386,2,success,yes
29,management,married,tertiary,318,yes,no,1434,356,4,failure,no
